Salt,Temperature_C,Molality_molkg,Pressure_MPa,m_free_K,m_free_Cl,m_free_Na,m_free_Mg,m_free_SO4,m_free_NH4,m_free_Ca,m_pair_KSO4,m_pair_NaSO4,m_pair_MgSO4,I_eff,I_formal
K2SO4,25.0,0.09842,188.5,0.17027808757069052,0.0,0.0,0.0,0.07185793072920843,0.0,0.0,0.02656190750657069,0.0,0.0,0.24213623305708853,0.29525999999999997
K2SO4,25.0,0.09842,214.5,0.1689504942724302,0.0,0.0,0.0,0.0705303419420913,0.0,0.0,0.027889500784000387,0.0,0.0,0.2394810773119982,0.29525999999999997
K2SO4,25.0,0.09842,260.6,0.16607220538770812,0.0,0.0,0.0,0.06765206146906279,0.0,0.0,0.030767789563231524,0.0,0.0,0.23372455878062154,0.29525999999999997
K2SO4,25.0,0.09842,294.1,0.1635740627890003,0.0,0.0,0.0,0.06515392535242749,0.0,0.0,0.03326593203722338,0.0,0.0,0.22872832041923066,0.29525999999999997
K2SO4,25.0,0.09842,312.8,0.16203639316028734,0.0,0.0,0.0,0.06361625948919046,0.0,0.0,0.03480360158039559,0.0,0.0,0.22565300874651037,0.29525999999999997
K2SO4,25.0,0.09842,369.1,0.15682760108115207,0.0,0.0,0.0,0.05840747941945639,0.0,0.0,0.04001239333793569,0.0,0.0,0.21523551411505,0.29525999999999997
K2SO4,25.0,0.1048,0.1,0.18263904276427062,0.0,0.0,0.0,0.07783885144432295,0.0,0.0,0.02696095058823842,0.0,0.0,0.26047796474834783,0.3144
K2SO4,25.0,0.2029,0.1,0.33821152175538,0.0,0.0,0.0,0.13531125266879807,0.0,0.0,0.06758846598129772,0.0,0.0,0.47352283525023126,0.6087
K2SO4,25.0,0.4783,0.1,0.7455492349480459,0.0,0.0,0.0,0.2672488217428269,0.0,0.0,0.2110507400008924,0.0,0.0,1.0127981035274922,1.4349
K2SO4,35.0,0.000102,0.1,0.0002038465698984557,0.0,0.0,0.0,0.00010184483166460826,0.0,0.0,1.5341904860410919e-07,0.0,0.0,0.0003058372519878249,0.000306
K2SO4,35.0,0.00105,0.1,0.002086320748950819,0.0,0.0,0.0,0.0010363055844123472,0.0,0.0,1.3679138274167484e-05,0.0,0.0,0.0031227712508756817,0.00315
K2SO4,35.0,0.01061,0.1,0.02036917586632758,0.0,0.0,0.0,0.009759085602789397,0.0,0.0,0.0008508229423169232,0.0,0.0,0.030128388848977925,0.03183
K2SO4,35.0,0.1048,0.1,0.18052804865985844,0.0,0.0,0.0,0.07572772459624781,0.0,0.0,0.029071939160954137,0.0,0.0,0.25625586242789644,0.3144
K2SO4,35.0,0.2029,0.1,0.3331656609593432,0.0,0.0,0.0,0.13026521525861967,0.0,0.0,0.07263431626008704,0.0,0.0,0.46343095265485124,0.6087
K2SO4,35.0,0.4783,0.1,0.7314777290734984,0.0,0.0,0.0,0.2531770642384803,0.0,0.0,0.22512222353093458,0.0,0.0,0.9846548524709913,1.4349
K2SO4,45.0,0.000102,0.1,0.0002038347334728167,0.0,0.0,0.0,0.00010183148210638603,0.0,0.0,1.652494334625251e-07,0.0,0.0,0.0003058673601002243,0.000306
K2SO4,45.0,0.00105,0.1,0.002085182669942467,0.0,0.0,0.0,0.0010351546094733023,0.0,0.0,1.4817152667000926e-05,0.0,0.0,0.003120533855336566,0.00315
K2SO4,45.0,0.01061,0.1,0.020291394368947703,0.0,0.0,0.0,0.009681235904319891,0.0,0.0,0.0009286036424939267,0.0,0.0,0.0299727931768919,0.03183
K2SO4,45.0,0.1048,0.1,0.1780040152283775,0.0,0.0,0.0,0.07320348666432183,0.0,0.0,0.03159596319967087,0.0,0.0,0.2512076098388965,0.3144
K2SO4,45.0,0.2029,0.1,0.32730140806757974,0.0,0.0,0.0,0.12440069604638276,0.0,0.0,0.07849855120898369,0.0,0.0,0.4517021963718616,0.6087
K2SO4,45.0,0.4783,0.1,0.7157216745506735,0.0,0.0,0.0,0.2374206409614486,0.0,0.0,0.24087823973832465,0.0,0.0,0.953142387504599,1.4349
K2SO4,70.0,0.000102,0.1,0.00020378868794879935,0.0,0.0,0.0,0.00010177454582950699,0.0,0.0,2.1126763978744007e-07,0.0,0.0,0.0003059579160814133,0.000306
K2SO4,70.0,0.00105,0.1,0.002080863782818102,0.0,0.0,0.0,0.0010307483057584441,0.0,0.0,1.9135724840831612e-05,0.0,0.0,0.0031119730951900243,0.00315
K2SO4,70.0,0.01061,0.1,0.02001593926476289,0.0,0.0,0.0,0.009405390391619044,0.0,0.0,0.0012040541721208924,0.0,0.0,0.02942158019021933,0.03183
K2SO4,70.0,0.1048,0.1,0.17022097984587364,0.0,0.0,0.0,0.0654194303542594,0.0,0.0,0.0393789414648142,0.0,0.0,0.23564056033957226,0.3144
K2SO4,70.0,0.2029,0.1,0.3100871729261251,0.0,0.0,0.0,0.10718517777796208,0.0,0.0,0.09571267746183748,0.0,0.0,0.4172724795828737,0.6087
K2SO4,70.0,0.4783,0.1,0.6724094656829462,0.0,0.0,0.0,0.1941067412639584,0.0,0.0,0.2841902166773994,0.0,0.0,0.8665163106726845,1.4349
K2SO4,90.0,0.000102,0.1,0.00020373119442728587,0.0,0.0,0.0,0.00010168954052790363,0.0,0.0,2.6872014189797406e-07,0.0,0.0,0.00030602465827559306,0.000306
K2SO4,90.0,0.00105,0.1,0.0020755624945009723,0.0,0.0,0.0,0.0010252496608515386,0.0,0.0,2.4436471647782686e-05,0.0,0.0,0.0031013175262130863,0.00315
K2SO4,90.0,0.01061,0.1,0.019702421972422297,0.0,0.0,0.0,0.009091150938964787,0.0,0.0,0.0015175621662431454,0.0,0.0,0.028793875015805652,0.03183
K2SO4,90.0,0.1048,0.1,0.16282867286983918,0.0,0.0,0.0,0.05802545540769903,0.0,0.0,0.0467711316778434,0.0,0.0,0.22085430295603917,0.3144
K2SO4,90.0,0.2029,0.1,0.294765269943016,0.0,0.0,0.0,0.09186125494105368,0.0,0.0,0.11103436036958333,0.0,0.0,0.38662667670563877,0.6087
K2SO4,90.0,0.4783,0.1,0.6370367893338408,0.0,0.0,0.0,0.15873154324120292,0.0,0.0,0.3195624298659826,0.0,0.0,0.7957684586850997,1.4349
KCl,5.0,0.0001,0.1,9.999998260268703e-05,9.999998268183372e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001000437579598408,0.0001
KCl,5.0,0.001,0.1,0.0009999984503867056,0.000999998451133863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010000433761194827,0.001
KCl,5.0,0.01,0.1,0.009999868138305258,0.009999868143577345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00999991629736899,0.01
KCl,5.0,0.1,0.1,0.09999097476199321,0.09999097473803835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999103037185345,0.1
KCl,5.0,0.5,0.1,0.4998576288768914,0.49985762839293424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4998576918140457,0.5
KCl,5.0,0.75,0.1,0.7497238245401165,0.749723823732803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7497238890257528,0.75
KCl,5.0,1.0,0.1,0.9995629854087424,0.9995629842942879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995630507263266,1.0
KCl,5.0,1.5,0.1,1.4991830109384519,1.4991830092866993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.499183076842206,1.5
KCl,10.0,0.0001,0.1,9.999997972525184e-05,9.999998005335872e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010005501854345218,0.0001
KCl,10.0,0.001,0.1,0.0009999982079881985,0.0009999982111557001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010000546565421039,0.001
KCl,10.0,0.01,0.1,0.009999847075975715,0.009999847103313047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999907493472078,0.01
KCl,10.0,0.1,0.1,0.09998944636998369,0.0999894465111812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09998951598579844,0.1
KCl,10.0,0.5,0.1,0.4998322069363078,0.49983220696632785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49983228574648164,0.5
KCl,10.0,0.75,0.1,0.7496738849661548,0.7496738848011438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7496739657700604,0.75
KCl,10.0,1.0,0.1,0.9994832926103855,0.9994832922309852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9994833745108374,1.0
KCl,20.0,0.5,0.1,0.499768611962081,0.4997686136795902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.499768730992397,0.5
KCl,20.0,0.75,0.1,0.7495486479078556,0.7495486498803285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7495487700863155,0.75
KCl,20.0,1.0,0.1,0.9992831061769412,0.9992831082705986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9992832301520895,1.0
KCl,20.0,1.5,0.1,1.4986531415458668,1.4986531436642383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4986532670258972,1.5
KCl,25.0,0.0001,0.1,9.999996813804345e-05,9.99999697816394e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001001016907773711,0.0001
KCl,25.0,0.001,0.1,0.0009999972556499453,0.0009999972716388324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010001013968148373,0.001
KCl,25.0,0.01,0.1,0.009999764087675838,0.009999764232933818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0099998750701988,0.01
KCl,25.0,0.05022,0.1,0.050215199436495786,0.05021520004202533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050215320486477116,0.05022
KCl,25.0,0.05022,25.8,0.05021571943554263,0.050215719768170596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050215855061710016,0.05022
KCl,25.0,0.05022,51.7,0.050216121657401726,0.050216121640377316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05021627288680289,0.05022
