Salt,Temperature_C,Molality_molkg,Pressure_MPa,m_free_K,m_free_Cl,m_free_Na,m_free_Mg,m_free_SO4,m_free_NH4,m_free_Ca,m_pair_KSO4,m_pair_NaSO4,m_pair_MgSO4,I_eff,I_formal
K2SO4,25.0,0.02499,243.0,0.04599827456582513,0.0,0.0,0.0,0.021008222706548906,0.0,0.0,0.0039817237252108345,0.0,0.0,0.06700678529713412,0.07497
K2SO4,25.0,0.02499,259.9,0.04581275150055351,0.0,0.0,0.0,0.020822700819380462,0.0,0.0,0.004167246751166513,0.0,0.0,0.0666357579617763,0.07497
K2SO4,25.0,0.02499,285.9,0.04549298359083119,0.0,0.0,0.0,0.02050293465032729,0.0,0.0,0.004487014593973752,0.0,0.0,0.06599625217010968,0.07497
K2SO4,25.0,0.02499,308.7,0.04517701830755373,0.0,0.0,0.0,0.020186970837895914,0.0,0.0,0.004802979812343092,0.0,0.0,0.06536434910529032,0.07497
K2SO4,25.0,0.02499,353.0,0.044463293663504884,0.0,0.0,0.0,0.01947324895865423,0.0,0.0,0.005516704314164623,0.0,0.0,0.06393695660272049,0.07497
K2SO4,25.0,0.02499,416.2,0.043204781408313006,0.0,0.0,0.0,0.018214740589336673,0.0,0.0,0.006775216330838559,0.0,0.0,0.06142002146307274,0.07497
K2SO4,25.0,0.09842,0.1,0.1695728900896434,0.0,0.0,0.0,0.07115273658317883,0.0,0.0,0.027267103426266828,0.0,0.0,0.24072570600471113,0.29525999999999997
K2SO4,25.0,0.09842,58.3,0.17076831682821308,0.0,0.0,0.0,0.07234817205865982,0.0,0.0,0.026071677420056536,0.0,0.0,0.24311660588947998,0.29525999999999997
K2SO4,25.0,0.09842,105.5,0.1703999431934873,0.0,0.0,0.0,0.07197980583982275,0.0,0.0,0.026440051336281658,0.0,0.0,0.24237990210146426,0.29525999999999997
K2SO4,25.0,0.09842,136.8,0.1696427096876801,0.0,0.0,0.0,0.07122257733321312,0.0,0.0,0.027197284925755218,0.0,0.0,0.24086546672078274,0.29525999999999997
K2SO4,25.0,0.09842,163.3,0.16872068167143855,0.0,0.0,0.0,0.07030055358826362,0.0,0.0,0.028119312963265784,0.0,0.0,0.23902143921956212,0.29525999999999997
K2SO4,25.0,0.09842,188.5,0.16762165424716294,0.0,0.0,0.0,0.06920153026024899,0.0,0.0,0.029218340372348064,0.0,0.0,0.23682341301912013,0.29525999999999997
K2SO4,25.0,0.09842,214.5,0.16627225986790914,0.0,0.0,0.0,0.06785214014921832,0.0,0.0,0.03056773470452305,0.0,0.0,0.23412465540730118,0.29525999999999997
K2SO4,25.0,0.09842,260.6,0.16336989929587706,0.0,0.0,0.0,0.06494978728134142,0.0,0.0,0.03347009512551313,0.0,0.0,0.22831999361546615,0.29525999999999997
K2SO4,25.0,0.09842,294.1,0.16087434745596302,0.0,0.0,0.0,0.06245424118040688,0.0,0.0,0.035965646808166093,0.0,0.0,0.22332893653546668,0.29525999999999997
K2SO4,25.0,0.09842,312.8,0.15934812085546693,0.0,0.0,0.0,0.06092801784506812,0.0,0.0,0.03749187330510172,0.0,0.0,0.22027651067459417,0.29525999999999997
K2SO4,25.0,0.09842,369.1,0.15422695486378118,0.0,0.0,0.0,0.055806861986374745,0.0,0.0,0.042613038921345534,0.0,0.0,0.21003426702339845,0.29525999999999997
K2SO4,25.0,0.1048,0.1,0.1795533357094534,0.0,0.0,0.0,0.07475317785860422,0.0,0.0,0.03004665739017335,0.0,0.0,0.2543065920773197,0.3144
K2SO4,25.0,0.2029,0.1,0.3225343243751113,0.0,0.0,0.0,0.1196341168268518,0.0,0.0,0.08326566235757915,0.0,0.0,0.4421685095465804,0.6087
K2SO4,25.0,0.4783,0.1,0.6553106392616032,0.0,0.0,0.0,0.17701036801434508,0.0,0.0,0.30128933028962607,0.0,0.0,0.8323210599899623,1.4349
K2SO4,35.0,0.000102,0.1,0.00020384659732295964,0.0,0.0,0.0,0.00010184486098864846,0.0,0.0,1.5339162044002808e-07,0.0,0.0,0.0003058373427720792,0.000306
K2SO4,35.0,0.00105,0.1,0.0020863379253560433,0.0,0.0,0.0,0.001036322902727683,0.0,0.0,1.366196157846867e-05,0.0,0.0,0.0031228061008926624,0.00315
K2SO4,35.0,0.01061,0.1,0.020369089256970993,0.0,0.0,0.0,0.009759003601397507,0.0,0.0,0.0008509095422040555,0.0,0.0,0.030128223577653365,0.03183
K2SO4,35.0,0.1048,0.1,0.17735491658315153,0.0,0.0,0.0,0.07255464325801515,0.0,0.0,0.03224507090298433,0.0,0.0,0.24990965888998806,0.3144
K2SO4,35.0,0.2029,0.1,0.3177916214212931,0.0,0.0,0.0,0.11489126951350197,0.0,0.0,0.0880083543560351,0.0,0.0,0.4326829766685326,0.6087
K2SO4,35.0,0.4783,0.1,0.6466936964865041,0.0,0.0,0.0,0.1683932484258304,0.0,0.0,0.30990624805000794,0.0,0.0,0.8150870115904544,1.4349
K2SO4,45.0,0.000102,0.1,0.0002038347567423248,0.0,0.0,0.0,0.00010183150863085413,0.0,0.0,1.6522615857812576e-07,0.0,0.0,0.00030586745314977853,0.000306
K2SO4,45.0,0.00105,0.1,0.002085196416369861,0.0,0.0,0.0,0.0010351685924830383,0.0,0.0,1.4803405827283154e-05,0.0,0.0,0.0031205620556269778,0.00315
K2SO4,45.0,0.01061,0.1,0.02028971330582152,0.0,0.0,0.0,0.009679561850865923,0.0,0.0,0.000930284694959586,0.0,0.0,0.02996944240260806,0.03183
K2SO4,45.0,0.1048,0.1,0.1747637572084666,0.0,0.0,0.0,0.06996330321669576,0.0,0.0,0.034836220809575956,0.0,0.0,0.2447271799817574,0.3144
K2SO4,45.0,0.2029,0.1,0.3123423848746657,0.0,0.0,0.0,0.1094418116761759,0.0,0.0,0.09345757245225307,0.0,0.0,0.4217842998046512,0.6087
K2SO4,45.0,0.4783,0.1,0.6368434143607099,0.0,0.0,0.0,0.1585427020193513,0.0,0.0,0.31975648851425004,0.0,0.0,0.7953861976822282,1.4349
K2SO4,70.0,0.000102,0.1,0.00020378870157218676,0.0,0.0,0.0,0.00010177457085661392,0.0,0.0,2.1125400421779796e-07,0.0,0.0,0.00030595802599700723,0.000306
K2SO4,70.0,0.00105,0.1,0.0020808690047092043,0.0,0.0,0.0,0.001030754260976671,0.0,0.0,1.9130502145097897e-05,0.0,0.0,0.003111985146476082,0.00315
K2SO4,70.0,0.01061,0.1,0.020010037764061683,0.0,0.0,0.0,0.009399505686812094,0.0,0.0,0.0012099556695288347,0.0,0.0,0.029409800683521628,0.03183
K2SO4,70.0,0.1048,0.1,0.16694938576382945,0.0,0.0,0.0,0.06214801096903944,0.0,0.0,0.04265053515718532,0.0,0.0,0.22909756136829842,0.3144
K2SO4,70.0,0.2029,0.1,0.29670294507063155,0.0,0.0,0.0,0.09380128023031144,0.0,0.0,0.10909690231211322,0.0,0.0,0.39050436855906984,0.6087
K2SO4,70.0,0.4783,0.1,0.6093946314198241,0.0,0.0,0.0,0.1310926689948072,0.0,0.0,0.34720502965302763,0.0,0.0,0.7404874180874638,1.4349
K2SO4,90.0,0.000102,0.1,0.0002037311993028365,0.0,0.0,0.0,0.00010168957359290914,0.0,0.0,2.687152457084328e-07,0.0,0.0,0.0003060247952904108,0.000306
K2SO4,90.0,0.00105,0.1,0.002075559641065564,0.0,0.0,0.0,0.0010252483410292292,0.0,0.0,2.443932398999581e-05,0.0,0.0,0.0031013146440883963,0.00315
K2SO4,90.0,0.01061,0.1,0.019692789488145644,0.0,0.0,0.0,0.009081547989026497,0.0,0.0,0.001527194672820868,0.0,0.0,0.028774647218184426,0.03183
K2SO4,90.0,0.1048,0.1,0.15970248819308705,0.0,0.0,0.0,0.054899584127857476,0.0,0.0,0.049897316663432924,0.0,0.0,0.2146022621625704,0.3144
K2SO4,90.0,0.2029,0.1,0.28311712076326045,0.0,0.0,0.0,0.08021370131439236,0.0,0.0,0.12268250739436554,0.0,0.0,0.36333098982929013,0.6087
K2SO4,90.0,0.4783,0.1,0.5867333383900005,0.0,0.0,0.0,0.10842945436463859,0.0,0.0,0.3698658549215897,0.0,0.0,0.6951629361530326,1.4349
KCl,5.0,0.0001,0.1,9.999998260226827e-05,9.999998268170482e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010004376245325168,0.0001
KCl,5.0,0.001,0.1,0.0009999984500814374,0.0009999984508544714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010000434170773151,0.001
KCl,5.0,0.01,0.1,0.009999867796796943,0.009999867803937091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999916271783418,0.01
KCl,5.0,0.1,0.1,0.09999060258902726,0.09999060264773767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999065940763087,0.1
KCl,5.0,0.5,0.1,0.49981403557571197,0.49981403581244804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49981409620739026,0.5
KCl,5.0,0.75,0.1,0.7495783550348775,0.7495783553694199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7495784134769445,0.75
KCl,5.0,1.0,0.1,0.9992165488304444,0.9992165492566105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9992166041223474,1.0
KCl,5.0,1.5,0.1,1.4979647501025128,1.4979647506926768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4979647981877546,1.5
KCl,10.0,0.0001,0.1,9.999997972470832e-05,9.999998005316272e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010005502391880441,0.0001
KCl,10.0,0.001,0.1,0.0009999982076007306,0.0009999982107993441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010000547054675362,0.001
KCl,10.0,0.01,0.1,0.009999846659819914,0.009999846689423327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999907453664114,0.01
KCl,10.0,0.1,0.1,0.0999890092751219,0.09998900951957518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09998908030653256,0.1
KCl,10.0,0.5,0.1,0.4997817188720676,0.4997817198595756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4997817947856176,0.5
KCl,10.0,0.75,0.1,0.7495059698323173,0.749505971226874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7495060432247045,0.75
KCl,10.0,1.0,0.1,0.9990845869982391,0.9990845887731161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9990846566904183,1.0
KCl,20.0,0.5,0.1,0.49970136762943246,0.4997013709618626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49970148227899036,0.5
