Salt,Source,Source_Type,Temperature_C,Pressure_MPa,Molality_molkg,Conductivity_mScm,Notes,Replicate,Mixture,Conductivity_Ratio
BaCl2,McCleskey2011,experimental,10.0,0.1,9.2e-05,0.0188,McCleskey2011 Table 3 single electrolyte,,False,
BaCl2,McCleskey2011,experimental,25.0,0.1,9.2e-05,0.02597,McCleskey2011 Table 3 single electrolyte,,False,
BaCl2,McCleskey2011,experimental,35.0,0.1,9.2e-05,0.03085,McCleskey2011 Table 3 single electrolyte,,False,
BaCl2,McCleskey2011,experimental,45.0,0.1,9.2e-05,0.03626,McCleskey2011 Table 3 single electrolyte,,False,
BaCl2,McCleskey2011,experimental,70.0,0.1,9.2e-05,0.05187,McCleskey2011 Table 3 single electrolyte,,False,
BaCl2,McCleskey2011,experimental,90.0,0.1,9.2e-05,0.06436,McCleskey2011 Table 3 single electrolyte,,False,
BaCl2,McCleskey2011,experimental,5.0,0.1,0.0011,0.1799,McCleskey2011 Table 3 single electrolyte,,False,
BaCl2,McCleskey2011,experimental,10.0,0.1,0.0011,0.206,McCleskey2011 Table 3 single electrolyte,,False,
BaCl2,McCleskey2011,experimental,25.0,0.1,0.0011,0.2897,McCleskey2011 Table 3 single electrolyte,,False,
BaCl2,McCleskey2011,experimental,35.0,0.1,0.0011,0.3508,McCleskey2011 Table 3 single electrolyte,,False,
BaCl2,McCleskey2011,experimental,45.0,0.1,0.0011,0.4141,McCleskey2011 Table 3 single electrolyte,,False,
BaCl2,McCleskey2011,experimental,70.0,0.1,0.0011,0.5911,McCleskey2011 Table 3 single electrolyte,,False,
BaCl2,McCleskey2011,experimental,90.0,0.1,0.0011,0.7372,McCleskey2011 Table 3 single electrolyte,,False,
BaCl2,McCleskey2011,experimental,5.0,0.1,0.00896,1.386,McCleskey2011 Table 3 single electrolyte,,False,
BaCl2,McCleskey2011,experimental,10.0,0.1,0.00896,1.585,McCleskey2011 Table 3 single electrolyte,,False,
BaCl2,McCleskey2011,experimental,25.0,0.1,0.00896,2.229,McCleskey2011 Table 3 single electrolyte,,False,
BaCl2,McCleskey2011,experimental,35.0,0.1,0.00896,2.681,McCleskey2011 Table 3 single electrolyte,,False,
BaCl2,McCleskey2011,experimental,45.0,0.1,0.00896,3.161,McCleskey2011 Table 3 single electrolyte,,False,
BaCl2,McCleskey2011,experimental,70.0,0.1,0.00896,4.493,McCleskey2011 Table 3 single electrolyte,,False,
BaCl2,McCleskey2011,experimental,90.0,0.1,0.00896,5.593,McCleskey2011 Table 3 single electrolyte,,False,
BaCl2,McCleskey2011,experimental,5.0,0.1,0.1029,13.66,McCleskey2011 Table 3 single electrolyte,,False,
BaCl2,McCleskey2011,experimental,10.0,0.1,0.1029,15.53,McCleskey2011 Table 3 single electrolyte,,False,
BaCl2,McCleskey2011,experimental,25.0,0.1,0.1029,21.67,McCleskey2011 Table 3 single electrolyte,,False,
BaCl2,McCleskey2011,experimental,35.0,0.1,0.1029,25.88,McCleskey2011 Table 3 single electrolyte,,False,
BaCl2,McCleskey2011,experimental,45.0,0.1,0.1029,30.34,McCleskey2011 Table 3 single electrolyte,,False,
BaCl2,McCleskey2011,experimental,70.0,0.1,0.1029,42.47,McCleskey2011 Table 3 single electrolyte,,False,
BaCl2,McCleskey2011,experimental,90.0,0.1,0.1029,48.14,McCleskey2011 Table 3 single electrolyte,,False,
BaCl2,McCleskey2011,experimental,5.0,0.1,0.31,36.57,McCleskey2011 Table 3 single electrolyte,,False,
BaCl2,McCleskey2011,experimental,10.0,0.1,0.31,41.27,McCleskey2011 Table 3 single electrolyte,,False,
BaCl2,McCleskey2011,experimental,25.0,0.1,0.31,55.89,McCleskey2011 Table 3 single electrolyte,,False,
BaCl2,McCleskey2011,experimental,35.0,0.1,0.31,67.94,McCleskey2011 Table 3 single electrolyte,,False,
BaCl2,McCleskey2011,experimental,45.0,0.1,0.31,78.59,McCleskey2011 Table 3 single electrolyte,,False,
BaCl2,McCleskey2011,experimental,70.0,0.1,0.31,103.2,McCleskey2011 Table 3 single electrolyte,,False,
BaCl2,McCleskey2011,experimental,90.0,0.1,0.31,125.1,McCleskey2011 Table 3 single electrolyte,,False,
SrCl2,McCleskey2011,experimental,5.0,0.1,0.000125,0.02084,McCleskey2011 Table 3 single electrolyte,,False,
SrCl2,McCleskey2011,experimental,10.0,0.1,0.000125,0.02384,McCleskey2011 Table 3 single electrolyte,,False,
SrCl2,McCleskey2011,experimental,25.0,0.1,0.000125,0.03331,McCleskey2011 Table 3 single electrolyte,,False,
SrCl2,McCleskey2011,experimental,35.0,0.1,0.000125,0.03972,McCleskey2011 Table 3 single electrolyte,,False,
SrCl2,McCleskey2011,experimental,45.0,0.1,0.000125,0.04689,McCleskey2011 Table 3 single electrolyte,,False,
SrCl2,McCleskey2011,experimental,70.0,0.1,0.000125,0.0678,McCleskey2011 Table 3 single electrolyte,,False,
SrCl2,McCleskey2011,experimental,90.0,0.1,0.000125,0.08422,McCleskey2011 Table 3 single electrolyte,,False,
SrCl2,McCleskey2011,experimental,5.0,0.1,0.00141,0.2222,McCleskey2011 Table 3 single electrolyte,,False,
SrCl2,McCleskey2011,experimental,10.0,0.1,0.00141,0.2538,McCleskey2011 Table 3 single electrolyte,,False,
SrCl2,McCleskey2011,experimental,25.0,0.1,0.00141,0.3603,McCleskey2011 Table 3 single electrolyte,,False,
SrCl2,McCleskey2011,experimental,35.0,0.1,0.00141,0.4353,McCleskey2011 Table 3 single electrolyte,,False,
SrCl2,McCleskey2011,experimental,45.0,0.1,0.00141,0.5151,McCleskey2011 Table 3 single electrolyte,,False,
SrCl2,McCleskey2011,experimental,70.0,0.1,0.00141,0.7369,McCleskey2011 Table 3 single electrolyte,,False,
SrCl2,McCleskey2011,experimental,90.0,0.1,0.00141,0.9235,McCleskey2011 Table 3 single electrolyte,,False,
SrCl2,McCleskey2011,experimental,5.0,0.1,0.012,1.807,McCleskey2011 Table 3 single electrolyte,,False,
SrCl2,McCleskey2011,experimental,10.0,0.1,0.012,2.072,McCleskey2011 Table 3 single electrolyte,,False,
SrCl2,McCleskey2011,experimental,25.0,0.1,0.012,2.926,McCleskey2011 Table 3 single electrolyte,,False,
SrCl2,McCleskey2011,experimental,35.0,0.1,0.012,3.531,McCleskey2011 Table 3 single electrolyte,,False,
SrCl2,McCleskey2011,experimental,45.0,0.1,0.012,4.164,McCleskey2011 Table 3 single electrolyte,,False,
SrCl2,McCleskey2011,experimental,70.0,0.1,0.012,5.927,McCleskey2011 Table 3 single electrolyte,,False,
SrCl2,McCleskey2011,experimental,90.0,0.1,0.012,7.383,McCleskey2011 Table 3 single electrolyte,,False,
SrCl2,McCleskey2011,experimental,5.0,0.1,0.1313,16.63,McCleskey2011 Table 3 single electrolyte,,False,
SrCl2,McCleskey2011,experimental,10.0,0.1,0.1313,18.92,McCleskey2011 Table 3 single electrolyte,,False,
SrCl2,McCleskey2011,experimental,25.0,0.1,0.1313,26.46,McCleskey2011 Table 3 single electrolyte,,False,
SrCl2,McCleskey2011,experimental,35.0,0.1,0.1313,31.74,McCleskey2011 Table 3 single electrolyte,,False,
SrCl2,McCleskey2011,experimental,45.0,0.1,0.1313,37.19,McCleskey2011 Table 3 single electrolyte,,False,
SrCl2,McCleskey2011,experimental,70.0,0.1,0.1313,52.29,McCleskey2011 Table 3 single electrolyte,,False,
SrCl2,McCleskey2011,experimental,90.0,0.1,0.1313,61.84,McCleskey2011 Table 3 single electrolyte,,False,
SrCl2,McCleskey2011,experimental,5.0,0.1,0.3891,41.94,McCleskey2011 Table 3 single electrolyte,,False,
SrCl2,McCleskey2011,experimental,10.0,0.1,0.3891,47.51,McCleskey2011 Table 3 single electrolyte,,False,
SrCl2,McCleskey2011,experimental,25.0,0.1,0.3891,64.57,McCleskey2011 Table 3 single electrolyte,,False,
SrCl2,McCleskey2011,experimental,35.0,0.1,0.3891,77.97,McCleskey2011 Table 3 single electrolyte,,False,
SrCl2,McCleskey2011,experimental,45.0,0.1,0.3891,90.74,McCleskey2011 Table 3 single electrolyte,,False,
SrCl2,McCleskey2011,experimental,70.0,0.1,0.3891,125.1,McCleskey2011 Table 3 single electrolyte,,False,
SrCl2,McCleskey2011,experimental,90.0,0.1,0.3891,153.8,McCleskey2011 Table 3 single electrolyte,,False,
Na2SO4,McCleskey2011,experimental,5.0,0.1,0.0001,0.01565,McCleskey2011 Table 3 single electrolyte,,False,
Na2SO4,McCleskey2011,experimental,10.0,0.1,0.0001,0.01807,McCleskey2011 Table 3 single electrolyte,,False,
Na2SO4,McCleskey2011,experimental,25.0,0.1,0.0001,0.02576,McCleskey2011 Table 3 single electrolyte,,False,
Na2SO4,McCleskey2011,experimental,35.0,0.1,0.0001,0.03181,McCleskey2011 Table 3 single electrolyte,,False,
Na2SO4,McCleskey2011,experimental,45.0,0.1,0.0001,0.03786,McCleskey2011 Table 3 single electrolyte,,False,
Na2SO4,McCleskey2011,experimental,70.0,0.1,0.0001,0.05401,McCleskey2011 Table 3 single electrolyte,,False,
Na2SO4,McCleskey2011,experimental,90.0,0.1,0.0001,0.06763,McCleskey2011 Table 3 single electrolyte,,False,
Na2SO4,McCleskey2011,experimental,5.0,0.1,0.001,0.1463,McCleskey2011 Table 3 single electrolyte,,False,
Na2SO4,McCleskey2011,experimental,10.0,0.1,0.001,0.168,McCleskey2011 Table 3 single electrolyte,,False,
Na2SO4,McCleskey2011,experimental,25.0,0.1,0.001,0.2415,McCleskey2011 Table 3 single electrolyte,,False,
Na2SO4,McCleskey2011,experimental,35.0,0.1,0.001,0.292,McCleskey2011 Table 3 single electrolyte,,False,
Na2SO4,McCleskey2011,experimental,45.0,0.1,0.001,0.3475,McCleskey2011 Table 3 single electrolyte,,False,
Na2SO4,McCleskey2011,experimental,70.0,0.1,0.001,0.5015,McCleskey2011 Table 3 single electrolyte,,False,
Na2SO4,McCleskey2011,experimental,90.0,0.1,0.001,0.633,McCleskey2011 Table 3 single electrolyte,,False,
Na2SO4,McCleskey2011,experimental,5.0,0.1,0.01,1.296,McCleskey2011 Table 3 single electrolyte,,False,
Na2SO4,McCleskey2011,experimental,10.0,0.1,0.01,1.488,McCleskey2011 Table 3 single electrolyte,,False,
Na2SO4,McCleskey2011,experimental,25.0,0.1,0.01,2.128,McCleskey2011 Table 3 single electrolyte,,False,
Na2SO4,McCleskey2011,experimental,35.0,0.1,0.01,2.575,McCleskey2011 Table 3 single electrolyte,,False,
Na2SO4,McCleskey2011,experimental,45.0,0.1,0.01,3.049,McCleskey2011 Table 3 single electrolyte,,False,
Na2SO4,McCleskey2011,experimental,70.0,0.1,0.01,4.381,McCleskey2011 Table 3 single electrolyte,,False,
Na2SO4,McCleskey2011,experimental,90.0,0.1,0.01,5.474,McCleskey2011 Table 3 single electrolyte,,False,
Na2SO4,McCleskey2011,experimental,5.0,0.1,0.1001,10.0,McCleskey2011 Table 3 single electrolyte,,False,
Na2SO4,McCleskey2011,experimental,10.0,0.1,0.1001,11.48,McCleskey2011 Table 3 single electrolyte,,False,
Na2SO4,McCleskey2011,experimental,25.0,0.1,0.1001,16.39,McCleskey2011 Table 3 single electrolyte,,False,
Na2SO4,McCleskey2011,experimental,35.0,0.1,0.1001,19.86,McCleskey2011 Table 3 single electrolyte,,False,
Na2SO4,McCleskey2011,experimental,45.0,0.1,0.1001,23.47,McCleskey2011 Table 3 single electrolyte,,False,
Na2SO4,McCleskey2011,experimental,70.0,0.1,0.1001,33.47,McCleskey2011 Table 3 single electrolyte,,False,
Na2SO4,McCleskey2011,experimental,90.0,0.1,0.1001,41.7,McCleskey2011 Table 3 single electrolyte,,False,
Na2SO4,McCleskey2011,experimental,5.0,0.1,0.1989,17.56,McCleskey2011 Table 3 single electrolyte,,False,
Na2SO4,McCleskey2011,experimental,10.0,0.1,0.1989,20.22,McCleskey2011 Table 3 single electrolyte,,False,
Na2SO4,McCleskey2011,experimental,25.0,0.1,0.1989,28.82,McCleskey2011 Table 3 single electrolyte,,False,
Na2SO4,McCleskey2011,experimental,35.0,0.1,0.1989,35.08,McCleskey2011 Table 3 single electrolyte,,False,
Na2SO4,McCleskey2011,experimental,45.0,0.1,0.1989,41.53,McCleskey2011 Table 3 single electrolyte,,False,
Na2SO4,McCleskey2011,experimental,70.0,0.1,0.1989,59.46,McCleskey2011 Table 3 single electrolyte,,False,
Na2SO4,McCleskey2011,experimental,90.0,0.1,0.1989,74.3,McCleskey2011 Table 3 single electrolyte,,False,
Na2SO4,McCleskey2011,experimental,5.0,0.1,0.4999,33.83,McCleskey2011 Table 3 single electrolyte,,False,
Na2SO4,McCleskey2011,experimental,10.0,0.1,0.4999,38.54,McCleskey2011 Table 3 single electrolyte,,False,
Na2SO4,McCleskey2011,experimental,25.0,0.1,0.4999,54.7,McCleskey2011 Table 3 single electrolyte,,False,
Na2SO4,McCleskey2011,experimental,35.0,0.1,0.4999,67.08,McCleskey2011 Table 3 single electrolyte,,False,
Na2SO4,McCleskey2011,experimental,45.0,0.1,0.4999,79.54,McCleskey2011 Table 3 single electrolyte,,False,
Na2SO4,McCleskey2011,experimental,70.0,0.1,0.4999,113.9,McCleskey2011 Table 3 single electrolyte,,False,
Na2SO4,McCleskey2011,experimental,90.0,0.1,0.4999,137.0,McCleskey2011 Table 3 single electrolyte,,False,
K2SO4,McCleskey2011,experimental,5.0,0.1,0.000102,0.01969,McCleskey2011 Table 3 single electrolyte,,False,
K2SO4,McCleskey2011,experimental,10.0,0.1,0.000102,0.02257,McCleskey2011 Table 3 single electrolyte,,False,
K2SO4,McCleskey2011,experimental,25.0,0.1,0.000102,0.03175,McCleskey2011 Table 3 single electrolyte,,False,
K2SO4,McCleskey2011,experimental,35.0,0.1,0.000102,0.03884,McCleskey2011 Table 3 single electrolyte,,False,
K2SO4,McCleskey2011,experimental,45.0,0.1,0.000102,0.04575,McCleskey2011 Table 3 single electrolyte,,False,
K2SO4,McCleskey2011,experimental,70.0,0.1,0.000102,0.06401,McCleskey2011 Table 3 single electrolyte,,False,
K2SO4,McCleskey2011,experimental,90.0,0.1,0.000102,0.08,McCleskey2011 Table 3 single electrolyte,,False,
K2SO4,McCleskey2011,experimental,5.0,0.1,0.00105,0.1881,McCleskey2011 Table 3 single electrolyte,,False,
K2SO4,McCleskey2011,experimental,10.0,0.1,0.00105,0.2141,McCleskey2011 Table 3 single electrolyte,,False,
K2SO4,McCleskey2011,experimental,25.0,0.1,0.00105,0.3006,McCleskey2011 Table 3 single electrolyte,,False,
K2SO4,McCleskey2011,experimental,35.0,0.1,0.00105,0.3611,McCleskey2011 Table 3 single electrolyte,,False,
K2SO4,McCleskey2011,experimental,45.0,0.1,0.00105,0.4268,McCleskey2011 Table 3 single electrolyte,,False,
K2SO4,McCleskey2011,experimental,70.0,0.1,0.00105,0.6018,McCleskey2011 Table 3 single electrolyte,,False,
K2SO4,McCleskey2011,experimental,90.0,0.1,0.00105,0.7466,McCleskey2011 Table 3 single electrolyte,,False,
K2SO4,McCleskey2011,experimental,5.0,0.1,0.01061,1.685,McCleskey2011 Table 3 single electrolyte,,False,
K2SO4,McCleskey2011,experimental,10.0,0.1,0.01061,1.919,McCleskey2011 Table 3 single electrolyte,,False,
K2SO4,McCleskey2011,experimental,25.0,0.1,0.01061,2.675,McCleskey2011 Table 3 single electrolyte,,False,
K2SO4,McCleskey2011,experimental,35.0,0.1,0.01061,3.216,McCleskey2011 Table 3 single electrolyte,,False,
K2SO4,McCleskey2011,experimental,45.0,0.1,0.01061,3.765,McCleskey2011 Table 3 single electrolyte,,False,
K2SO4,McCleskey2011,experimental,70.0,0.1,0.01061,5.269,McCleskey2011 Table 3 single electrolyte,,False,
K2SO4,McCleskey2011,experimental,90.0,0.1,0.01061,6.441,McCleskey2011 Table 3 single electrolyte,,False,
K2SO4,McCleskey2011,experimental,5.0,0.1,0.1048,13.41,McCleskey2011 Table 3 single electrolyte,,False,
K2SO4,McCleskey2011,experimental,10.0,0.1,0.1048,15.23,McCleskey2011 Table 3 single electrolyte,,False,
K2SO4,McCleskey2011,experimental,25.0,0.1,0.1048,21.1,McCleskey2011 Table 3 single electrolyte,,False,
K2SO4,McCleskey2011,experimental,35.0,0.1,0.1048,25.16,McCleskey2011 Table 3 single electrolyte,,False,
K2SO4,McCleskey2011,experimental,45.0,0.1,0.1048,29.4,McCleskey2011 Table 3 single electrolyte,,False,
K2SO4,McCleskey2011,experimental,70.0,0.1,0.1048,40.64,McCleskey2011 Table 3 single electrolyte,,False,
K2SO4,McCleskey2011,experimental,90.0,0.1,0.1048,49.57,McCleskey2011 Table 3 single electrolyte,,False,
K2SO4,McCleskey2011,experimental,5.0,0.1,0.2029,23.62,McCleskey2011 Table 3 single electrolyte,,False,
K2SO4,McCleskey2011,experimental,10.0,0.1,0.2029,26.72,McCleskey2011 Table 3 single electrolyte,,False,
K2SO4,McCleskey2011,experimental,25.0,0.1,0.2029,37.05,McCleskey2011 Table 3 single electrolyte,,False,
K2SO4,McCleskey2011,experimental,35.0,0.1,0.2029,44.09,McCleskey2011 Table 3 single electrolyte,,False,
K2SO4,McCleskey2011,experimental,45.0,0.1,0.2029,51.38,McCleskey2011 Table 3 single electrolyte,,False,
K2SO4,McCleskey2011,experimental,70.0,0.1,0.2029,70.99,McCleskey2011 Table 3 single electrolyte,,False,
K2SO4,McCleskey2011,experimental,90.0,0.1,0.2029,87.22,McCleskey2011 Table 3 single electrolyte,,False,
K2SO4,McCleskey2011,experimental,5.0,0.1,0.4783,51.51,McCleskey2011 Table 3 single electrolyte,,False,
K2SO4,McCleskey2011,experimental,10.0,0.1,0.4783,57.8,McCleskey2011 Table 3 single electrolyte,,False,
K2SO4,McCleskey2011,experimental,25.0,0.1,0.4783,78.01,McCleskey2011 Table 3 single electrolyte,,False,
K2SO4,McCleskey2011,experimental,35.0,0.1,0.4783,92.98,McCleskey2011 Table 3 single electrolyte,,False,
K2SO4,McCleskey2011,experimental,45.0,0.1,0.4783,108.0,McCleskey2011 Table 3 single electrolyte,,False,
K2SO4,McCleskey2011,experimental,70.0,0.1,0.4783,149.1,McCleskey2011 Table 3 single electrolyte,,False,
K2SO4,McCleskey2011,experimental,90.0,0.1,0.4783,179.7,McCleskey2011 Table 3 single electrolyte,,False,
CaSO4,McCleskey2011,experimental,5.0,0.1,7.6e-05,0.0123,McCleskey2011 Table 3 single electrolyte,,False,
CaSO4,McCleskey2011,experimental,10.0,0.1,7.6e-05,0.01409,McCleskey2011 Table 3 single electrolyte,,False,
CaSO4,McCleskey2011,experimental,25.0,0.1,7.6e-05,0.01963,McCleskey2011 Table 3 single electrolyte,,False,
CaSO4,McCleskey2011,experimental,35.0,0.1,7.6e-05,0.02529,McCleskey2011 Table 3 single electrolyte,,False,
CaSO4,McCleskey2011,experimental,45.0,0.1,7.6e-05,0.03011,McCleskey2011 Table 3 single electrolyte,,False,
CaSO4,McCleskey2011,experimental,70.0,0.1,7.6e-05,0.04223,McCleskey2011 Table 3 single electrolyte,,False,
CaSO4,McCleskey2011,experimental,90.0,0.1,7.6e-05,0.05363,McCleskey2011 Table 3 single electrolyte,,False,
CaSO4,McCleskey2011,experimental,5.0,0.1,0.00102,0.1397,McCleskey2011 Table 3 single electrolyte,,False,
CaSO4,McCleskey2011,experimental,10.0,0.1,0.00102,0.1601,McCleskey2011 Table 3 single electrolyte,,False,
CaSO4,McCleskey2011,experimental,25.0,0.1,0.00102,0.2275,McCleskey2011 Table 3 single electrolyte,,False,
CaSO4,McCleskey2011,experimental,35.0,0.1,0.00102,0.2808,McCleskey2011 Table 3 single electrolyte,,False,
CaSO4,McCleskey2011,experimental,45.0,0.1,0.00102,0.325,McCleskey2011 Table 3 single electrolyte,,False,
CaSO4,McCleskey2011,experimental,70.0,0.1,0.00102,0.4537,McCleskey2011 Table 3 single electrolyte,,False,
CaSO4,McCleskey2011,experimental,90.0,0.1,0.00102,0.5546,McCleskey2011 Table 3 single electrolyte,,False,
CaSO4,McCleskey2011,experimental,5.0,0.1,0.01245,1.154,McCleskey2011 Table 3 single electrolyte,,False,
CaSO4,McCleskey2011,experimental,10.0,0.1,0.01245,1.331,McCleskey2011 Table 3 single electrolyte,,False,
CaSO4,McCleskey2011,experimental,25.0,0.1,0.01245,1.85,McCleskey2011 Table 3 single electrolyte,,False,
CaSO4,McCleskey2011,experimental,35.0,0.1,0.01245,2.255,McCleskey2011 Table 3 single electrolyte,,False,
CaSO4,McCleskey2011,experimental,45.0,0.1,0.01245,2.573,McCleskey2011 Table 3 single electrolyte,,False,
CaSO4,McCleskey2011,experimental,70.0,0.1,0.01245,3.419,McCleskey2011 Table 3 single electrolyte,,False,
CaSO4,McCleskey2011,experimental,90.0,0.1,0.01245,3.973,McCleskey2011 Table 3 single electrolyte,,False,
H2SO4,McCleskey2011,experimental,5.0,0.1,9.4e-05,0.05493,McCleskey2011 Table 3 single electrolyte,,False,
H2SO4,McCleskey2011,experimental,10.0,0.1,9.4e-05,0.06105,McCleskey2011 Table 3 single electrolyte,,False,
H2SO4,McCleskey2011,experimental,25.0,0.1,9.4e-05,0.07827,McCleskey2011 Table 3 single electrolyte,,False,
H2SO4,McCleskey2011,experimental,35.0,0.1,9.4e-05,0.08931,McCleskey2011 Table 3 single electrolyte,,False,
H2SO4,McCleskey2011,experimental,45.0,0.1,9.4e-05,0.09949,McCleskey2011 Table 3 single electrolyte,,False,
H2SO4,McCleskey2011,experimental,70.0,0.1,9.4e-05,0.1221,McCleskey2011 Table 3 single electrolyte,,False,
H2SO4,McCleskey2011,experimental,90.0,0.1,9.4e-05,0.1367,McCleskey2011 Table 3 single electrolyte,,False,
H2SO4,McCleskey2011,experimental,5.0,0.1,0.000936,0.5201,McCleskey2011 Table 3 single electrolyte,,False,
H2SO4,McCleskey2011,experimental,10.0,0.1,0.000936,0.5749,McCleskey2011 Table 3 single electrolyte,,False,
H2SO4,McCleskey2011,experimental,25.0,0.1,0.000936,0.7292,McCleskey2011 Table 3 single electrolyte,,False,
H2SO4,McCleskey2011,experimental,35.0,0.1,0.000936,0.8174,McCleskey2011 Table 3 single electrolyte,,False,
H2SO4,McCleskey2011,experimental,45.0,0.1,0.000936,0.9001,McCleskey2011 Table 3 single electrolyte,,False,
H2SO4,McCleskey2011,experimental,70.0,0.1,0.000936,1.026,McCleskey2011 Table 3 single electrolyte,,False,
H2SO4,McCleskey2011,experimental,90.0,0.1,0.000936,1.058,McCleskey2011 Table 3 single electrolyte,,False,
H2SO4,McCleskey2011,experimental,5.0,0.1,0.00944,4.321,McCleskey2011 Table 3 single electrolyte,,False,
H2SO4,McCleskey2011,experimental,10.0,0.1,0.00944,4.729,McCleskey2011 Table 3 single electrolyte,,False,
H2SO4,McCleskey2011,experimental,25.0,0.1,0.00944,5.772,McCleskey2011 Table 3 single electrolyte,,False,
H2SO4,McCleskey2011,experimental,35.0,0.1,0.00944,6.319,McCleskey2011 Table 3 single electrolyte,,False,
H2SO4,McCleskey2011,experimental,45.0,0.1,0.00944,6.759,McCleskey2011 Table 3 single electrolyte,,False,
H2SO4,McCleskey2011,experimental,70.0,0.1,0.00944,7.372,McCleskey2011 Table 3 single electrolyte,,False,
H2SO4,McCleskey2011,experimental,90.0,0.1,0.00944,7.698,McCleskey2011 Table 3 single electrolyte,,False,
H2SO4,McCleskey2011,experimental,5.0,0.1,0.09223,31.2,McCleskey2011 Table 3 single electrolyte,,False,
H2SO4,McCleskey2011,experimental,10.0,0.1,0.09223,34.44,McCleskey2011 Table 3 single electrolyte,,False,
H2SO4,McCleskey2011,experimental,25.0,0.1,0.09223,41.3,McCleskey2011 Table 3 single electrolyte,,False,
H2SO4,McCleskey2011,experimental,35.0,0.1,0.09223,45.25,McCleskey2011 Table 3 single electrolyte,,False,
H2SO4,McCleskey2011,experimental,45.0,0.1,0.09223,48.85,McCleskey2011 Table 3 single electrolyte,,False,
H2SO4,McCleskey2011,experimental,70.0,0.1,0.09223,55.75,McCleskey2011 Table 3 single electrolyte,,False,
H2SO4,McCleskey2011,experimental,90.0,0.1,0.09223,61.59,McCleskey2011 Table 3 single electrolyte,,False,
H2SO4,McCleskey2011,experimental,5.0,0.1,0.4664,134.6,McCleskey2011 Table 3 single electrolyte,,False,
H2SO4,McCleskey2011,experimental,10.0,0.1,0.4664,145.0,McCleskey2011 Table 3 single electrolyte,,False,
H2SO4,McCleskey2011,experimental,25.0,0.1,0.4664,173.7,McCleskey2011 Table 3 single electrolyte,,False,
H2SO4,McCleskey2011,experimental,35.0,0.1,0.4664,193.4,McCleskey2011 Table 3 single electrolyte,,False,
H2SO4,McCleskey2011,experimental,45.0,0.1,0.4664,209.6,McCleskey2011 Table 3 single electrolyte,,False,
H2SO4,McCleskey2011,experimental,70.0,0.1,0.4664,256.2,McCleskey2011 Table 3 single electrolyte,,False,
H2SO4,McCleskey2011,experimental,90.0,0.1,0.4664,280.5,McCleskey2011 Table 3 single electrolyte,,False,
Cs2SO4,McCleskey2011,experimental,5.0,0.1,0.000101,0.01962,McCleskey2011 Table 3 single electrolyte,,False,
Cs2SO4,McCleskey2011,experimental,10.0,0.1,0.000101,0.02237,McCleskey2011 Table 3 single electrolyte,,False,
Cs2SO4,McCleskey2011,experimental,25.0,0.1,0.000101,0.03069,McCleskey2011 Table 3 single electrolyte,,False,
Cs2SO4,McCleskey2011,experimental,35.0,0.1,0.000101,0.03625,McCleskey2011 Table 3 single electrolyte,,False,
Cs2SO4,McCleskey2011,experimental,45.0,0.1,0.000101,0.04233,McCleskey2011 Table 3 single electrolyte,,False,
Cs2SO4,McCleskey2011,experimental,70.0,0.1,0.000101,0.06348,McCleskey2011 Table 3 single electrolyte,,False,
Cs2SO4,McCleskey2011,experimental,90.0,0.1,0.000101,0.07804,McCleskey2011 Table 3 single electrolyte,,False,
Cs2SO4,McCleskey2011,experimental,5.0,0.1,0.00105,0.1932,McCleskey2011 Table 3 single electrolyte,,False,
Cs2SO4,McCleskey2011,experimental,10.0,0.1,0.00105,0.2195,McCleskey2011 Table 3 single electrolyte,,False,
Cs2SO4,McCleskey2011,experimental,25.0,0.1,0.00105,0.306,McCleskey2011 Table 3 single electrolyte,,False,
Cs2SO4,McCleskey2011,experimental,35.0,0.1,0.00105,0.3666,McCleskey2011 Table 3 single electrolyte,,False,
Cs2SO4,McCleskey2011,experimental,45.0,0.1,0.00105,0.4304,McCleskey2011 Table 3 single electrolyte,,False,
Cs2SO4,McCleskey2011,experimental,70.0,0.1,0.00105,0.6181,McCleskey2011 Table 3 single electrolyte,,False,
Cs2SO4,McCleskey2011,experimental,90.0,0.1,0.00105,0.7641,McCleskey2011 Table 3 single electrolyte,,False,
Cs2SO4,McCleskey2011,experimental,5.0,0.1,0.01021,1.676,McCleskey2011 Table 3 single electrolyte,,False,
Cs2SO4,McCleskey2011,experimental,10.0,0.1,0.01021,1.906,McCleskey2011 Table 3 single electrolyte,,False,
Cs2SO4,McCleskey2011,experimental,25.0,0.1,0.01021,2.654,McCleskey2011 Table 3 single electrolyte,,False,
Cs2SO4,McCleskey2011,experimental,35.0,0.1,0.01021,3.173,McCleskey2011 Table 3 single electrolyte,,False,
Cs2SO4,McCleskey2011,experimental,45.0,0.1,0.01021,3.716,McCleskey2011 Table 3 single electrolyte,,False,
Cs2SO4,McCleskey2011,experimental,70.0,0.1,0.01021,5.216,McCleskey2011 Table 3 single electrolyte,,False,
Cs2SO4,McCleskey2011,experimental,90.0,0.1,0.01021,6.438,McCleskey2011 Table 3 single electrolyte,,False,
Cs2SO4,McCleskey2011,experimental,5.0,0.1,0.1047,13.58,McCleskey2011 Table 3 single electrolyte,,False,
Cs2SO4,McCleskey2011,experimental,10.0,0.1,0.1047,15.39,McCleskey2011 Table 3 single electrolyte,,False,
