Salt,Source,Source_Type,Temperature_C,Pressure_MPa,Molality_molkg,Conductivity_mScm,Notes,Replicate,Mixture,Conductivity_Ratio
NaCl,Pan2021,experimental,19.85,1000.0,0.901,11.62,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,3.85,800.0,0.7720868312389365,6.67,molality via in-hull density interp from Pan completed rows,,False,
NaCl,Pan2021,experimental,19.35,1436.0,0.901,6.31,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,7.85,800.0,0.773715466562143,8.3,molality via in-hull density interp from Pan completed rows,,False,
NaCl,Pan2021,experimental,17.85,1436.0,0.901,5.64,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,9.85,800.0,0.7745337439323254,9.48,molality via in-hull density interp from Pan completed rows,,False,
NaCl,Pan2021,experimental,14.85,1436.0,0.901,4.71,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,13.35,800.0,0.7759721244605087,11.78,molality via in-hull density interp from Pan completed rows,,False,
NaCl,Pan2021,experimental,11.85,1436.0,0.901,4.08,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,20.85,800.0,0.7790820321002286,18.66,molality via in-hull density interp from Pan completed rows,,False,
NaCl,Pan2021,experimental,9.85,1436.0,0.901,3.62,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,19.85,1214.0,0.901,9.66,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,7.85,1436.0,0.901,3.19,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,17.85,1214.0,0.901,8.56,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,5.85,1436.0,0.901,0.000154,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,14.85,1214.0,0.901,7.38,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,3.85,1436.0,0.901,9.82e-05,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,11.85,1214.0,0.901,6.41,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,1.85,1436.0,0.901,5.45e-05,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,10.35,1214.0,0.901,5.74,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,-0.15,1436.0,0.901,3.54e-05,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,7.85,1214.0,0.901,5.0,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,1.85,1436.0,0.901,6.13e-05,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,4.85,1214.0,0.901,4.23,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,3.85,1436.0,0.901,8.65e-05,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,2.85,1214.0,0.901,3.76,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,7.35,1436.0,0.901,0.000226,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,-1.15,1214.0,0.901,0.000151,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,9.85,1436.0,0.901,0.000501,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,-4.15,1214.0,0.901,7.04e-05,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,11.85,1436.0,0.901,0.001,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,-6.15,1214.0,0.901,3.78e-05,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,21.35,1436.0,0.901,4.96,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,-7.65,1214.0,0.901,3.06e-05,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,21.35,1666.0,0.901,4.04,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,-3.15,1214.0,0.901,8.14e-05,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,18.85,1666.0,0.901,3.43,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,-1.15,1214.0,0.901,0.000134,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,16.85,1666.0,0.901,3.1,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,0.85,1214.0,0.901,0.000256,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,13.85,1666.0,0.901,2.76,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,3.85,1214.0,0.901,0.000675,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,11.85,1666.0,0.901,0.000148,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,6.35,1214.0,0.901,0.00269,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,9.85,1666.0,0.901,7.6e-05,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,12.35,1214.0,0.901,5.44,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,7.85,1666.0,0.901,4.55e-05,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,14.85,1214.0,0.901,6.27,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,6.85,1666.0,0.901,3.88e-05,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,17.85,1214.0,0.901,7.06,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,8.85,1666.0,0.901,5.14e-05,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,18.85,1214.0,0.901,7.28,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,10.85,1666.0,0.901,6.9e-05,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,19.35,1214.0,0.901,7.43,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,12.85,1666.0,0.901,0.000127,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,21.85,140.0,2.018249048,127.22,"Pan2021, molality computed from reported density via mass balance",,False,
NaCl,Pan2021,experimental,15.35,1666.0,0.901,0.000235,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,18.85,140.0,2.013972669,121.58,"Pan2021, molality computed from reported density via mass balance",,False,
NaCl,Pan2021,experimental,18.35,1666.0,0.901,0.000685,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,15.85,140.0,2.011841268,115.54,"Pan2021, molality computed from reported density via mass balance",,False,
NaCl,Pan2021,experimental,19.35,1666.0,0.901,0.000885,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,11.85,140.0,2.009714374,109.28,"Pan2021, molality computed from reported density via mass balance",,False,
NaCl,Pan2021,experimental,20.35,1666.0,0.901,0.000972,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,7.85,140.0,2.007591971,102.61,"Pan2021, molality computed from reported density via mass balance",,False,
NaCl,Pan2021,experimental,21.85,645.0,1.776792337,96.17,"Pan2021, molality computed from reported density via mass balance",,False,
NaCl,Pan2021,experimental,4.85,140.0,2.005474047,97.33,"Pan2021, molality computed from reported density via mass balance",,False,
NaCl,Pan2021,experimental,17.85,645.0,1.773477134,88.91,"Pan2021, molality computed from reported density via mass balance",,False,
NaCl,Pan2021,experimental,1.85,140.0,2.003360587,91.43,"Pan2021, molality computed from reported density via mass balance",,False,
NaCl,Pan2021,experimental,14.85,645.0,1.770174279,83.99,"Pan2021, molality computed from reported density via mass balance",,False,
NaCl,Pan2021,experimental,-0.15,140.0,2.001251577,87.71,"Pan2021, molality computed from reported density via mass balance",,False,
NaCl,Pan2021,experimental,9.85,645.0,1.765242999,75.59,"Pan2021, molality computed from reported density via mass balance",,False,
NaCl,Pan2021,experimental,-2.15,140.0,1.999147003,83.83,"Pan2021, molality computed from reported density via mass balance",,False,
NaCl,Pan2021,experimental,4.85,645.0,1.761970714,68.06,"Pan2021, molality computed from reported density via mass balance",,False,
NaCl,Pan2021,experimental,-5.15,140.0,1.999147003,78.81,"Pan2021, molality computed from reported density via mass balance",,False,
NaCl,Pan2021,experimental,1.85,645.0,1.758710539,63.57,"Pan2021, molality computed from reported density via mass balance",,False,
NaCl,Pan2021,experimental,-8.15,140.0,1.99704685,73.99,"Pan2021, molality computed from reported density via mass balance",,False,
NaCl,Pan2021,experimental,-0.15,645.0,1.757084971,59.98,"Pan2021, molality computed from reported density via mass balance",,False,
NaCl,Pan2021,experimental,-10.15,140.0,1.995201537121069,71.37,molality via in-hull density interp from Pan completed rows,,False,
NaCl,Pan2021,experimental,-3.15,645.0,1.753842835,55.14,"Pan2021, molality computed from reported density via mass balance",,False,
NaCl,Pan2021,experimental,-12.65,140.0,1.9935866411776475,66.22,molality via in-hull density interp from Pan completed rows,,False,
NaCl,Pan2021,experimental,-6.15,645.0,1.750612641,53.07,"Pan2021, molality computed from reported density via mass balance",,False,
NaCl,Pan2021,experimental,-16.15,140.0,1.901,61.37,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,-7.15,645.0,1.750612641,49.47,"Pan2021, molality computed from reported density via mass balance",,False,
NaCl,Pan2021,experimental,-18.65,140.0,1.901,57.63,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,-10.15,645.0,1.747394323,44.12,"Pan2021, molality computed from reported density via mass balance",,False,
NaCl,Pan2021,experimental,-20.15,140.0,1.901,54.91,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,-12.15,645.0,1.745789598,41.77,"Pan2021, molality computed from reported density via mass balance",,False,
NaCl,Pan2021,experimental,-23.15,140.0,1.901,50.02,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,-14.15,645.0,1.744187818,39.58,"Pan2021, molality computed from reported density via mass balance",,False,
NaCl,Pan2021,experimental,-25.15,140.0,1.901,47.28,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,-15.15,645.0,1.901,20.69,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,-27.15,140.0,1.901,44.62,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,-17.15,645.0,1.901,15.9,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,-30.15,140.0,1.901,40.27,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,-20.15,645.0,1.901,13.45,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,-32.15,140.0,1.901,37.13,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,-21.15,645.0,1.901,11.83,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,-35.15,140.0,1.901,33.59,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,-15.15,645.0,1.901,16.38,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,-37.15,140.0,1.901,30.91,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,-9.15,645.0,1.7485549721934497,23.43,molality via in-hull density interp from Pan completed rows,,False,
NaCl,Pan2021,experimental,-40.15,140.0,1.901,27.27,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,-5.15,645.0,1.7521205676017906,27.26,molality via in-hull density interp from Pan completed rows,,False,
NaCl,Pan2021,experimental,-35.15,140.0,1.901,33.18,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,-0.15,645.0,1.7566219188111258,35.09,molality via in-hull density interp from Pan completed rows,,False,
NaCl,Pan2021,experimental,-27.15,140.0,1.901,39.19,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,2.85,645.0,1.759346610949818,42.52,molality via in-hull density interp from Pan completed rows,,False,
NaCl,Pan2021,experimental,-22.15,140.0,1.901,46.48,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,7.85,645.0,1.7639279782160016,51.02,molality via in-hull density interp from Pan completed rows,,False,
NaCl,Pan2021,experimental,-16.15,140.0,1.901,55.11,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,14.85,645.0,1.7704273560064503,79.28,molality via in-hull density interp from Pan completed rows,,False,
NaCl,Pan2021,experimental,-10.15,140.0,1.995201537121069,65.77,molality via in-hull density interp from Pan completed rows,,False,
NaCl,Pan2021,experimental,14.85,1258.0,1.901,26.39,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,-6.15,140.0,1.997808647506311,74.53,molality via in-hull density interp from Pan completed rows,,False,
NaCl,Pan2021,experimental,11.85,1258.0,1.901,21.85,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,-0.15,140.0,2.001773417651029,82.02,molality via in-hull density interp from Pan completed rows,,False,
NaCl,Pan2021,experimental,9.85,1258.0,1.901,19.14,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,5.85,140.0,2.0058037205999644,95.17,molality via in-hull density interp from Pan completed rows,,False,
NaCl,Pan2021,experimental,6.85,1258.0,1.901,16.11,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,9.85,140.0,2.0085273400218595,100.55,molality via in-hull density interp from Pan completed rows,,False,
NaCl,Pan2021,experimental,4.85,1258.0,1.901,13.87,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,14.85,140.0,2.0119735784794432,112.1,molality via in-hull density interp from Pan completed rows,,False,
NaCl,Pan2021,experimental,2.85,1258.0,1.901,12.35,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,18.85,1043.0,1.901,54.78,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,-0.15,1258.0,1.901,10.0,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,14.85,1043.0,1.901,42.54,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,-2.15,1258.0,1.901,0.00138,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,12.85,1043.0,1.901,37.85,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,-4.15,1258.0,1.901,0.000362,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,9.85,1043.0,1.901,30.32,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,-6.15,1258.0,1.901,0.000201,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,7.35,1043.0,1.901,26.56,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,-8.15,1258.0,1.901,0.000124,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,4.85,1043.0,1.901,22.25,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,-10.15,1258.0,1.901,7.82e-05,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,1.85,1043.0,1.901,18.13,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,-12.15,1258.0,1.901,3.96e-05,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,-0.15,1043.0,1.901,16.01,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,-14.15,1258.0,1.901,0.000248,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,-3.15,1043.0,1.901,12.94,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,-16.15,1258.0,1.901,1.75e-05,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,-5.15,1043.0,1.901,11.31,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
NaCl,Pan2021,experimental,-18.15,1258.0,1.901,1.37e-05,molality HELD: needs Pan/Reaktoro density (out of hull),,False,
